positive,negative,label
40.15,-19.71,0
14.86,-4.400,1
7.23,-5.70,1
22.300,-5.47,1
14.79,-12.03,0
12.03,-3.25,0
134.890,-83.430,1
95.460,-22.26,1
26.76,-73.16,0
15.190,-33.73,0
21.85,-27.08,0
18.17,-1.180,1
36.270,-8.790,1
19.49,-13.02,0
121.850,-75.240,1
56.91,-24.680,1
49.590,-19.53,1
10.09,-0.77,1
43.880,-7.67,1
15.080,-21.65,0
14.27,-17.29,0
13.94,-5.01,1
29.030,-32.170,0
19.850,-15.80,1
128.130,-76.800,1
20.620,-4.33,1
30.85,-22.670,1
56.97,-27.60,1
62.35,-23.26,0
33.18,-11.360,1
4.99,-3.46,0
18.04,-6.66,1
12.810,-8.39,1
27.570,-35.42,0
6.240,-3.79,1
5.03,-0.78,1
66.68,-22.38,1
18.32,-2.51,1
17.850,-19.70,0
43.930,-13.37,1
45.520,-41.820,0
7.19,-2.40,0
5.960,-20.30,0
34.37,-38.170,0
27.81,-15.11,0
19.10,-5.97,1
27.33,-6.57,1
36.76,-5.160,0
12.76,-14.83,0
45.650,-39.480,0
4.45,-2.68,1
65.73,-38.150,1
13.69,-6.42,0
39.08,-15.20,1
21.32,-16.49,1
35.80,-37.770,0
8.78,-2.630,1
13.77,-1.13,1
5.20,-1.93,1
4.88,-1.39,1
14.60,-6.92,1
40.100,-18.82,1
32.760,-12.24,0
39.45,-20.96,1
59.03,-30.600,1
4.27,-0.38,1
11.250,-15.12,0
31.25,-37.49,0
47.350,-59.86,0
6.50,-15.370,0
26.820,-2.22,1
67.500,-27.620,1
66.070,-56.380,0
26.41,-20.67,0
35.20,-65.890,0
13.72,-5.19,0
19.880,-16.73,1
98.480,-61.010,1
24.360,-10.33,0
6.37,-3.47,1
25.63,-7.18,1
104.720,-46.890,0
8.160,-10.57,0
14.59,-3.63,1
54.32,-4.52,0
20.48,-8.11,0
595.570,-462.350,0
1.91,-2.74,0
11.01,-36.56,0
23.17,-3.12,0
2.72,-2.28,1
9.28,-7.970,1
19.770,-20.34,0
35.55,-32.500,0
35.31,-8.600,1
54.580,-38.54,0
82.080,-50.490,0
59.040,-36.440,1
15.23,-11.48,1
67.990,-25.72,1
68.850,-32.17,0
10.780,-6.730,0
53.160,-20.950,1
47.600,-11.40,1
58.19,-25.34,1
31.41,-5.33,1
4.94,-2.25,0
24.02,-9.060,0
36.580,-28.430,0
5.32,-15.930,0
15.43,-2.20,1
11.75,-2.620,1
11.54,-15.13,0
10.83,-9.65,0
37.530,-18.720,0
86.900,-38.500,1
23.41,-16.29,1
29.00,-25.610,0
37.37,-14.94,0
11.22,-12.74,0
128.130,-64.860,1
10.220,-12.65,1
59.570,-16.960,1
204.280,-68.390,1
25.760,-39.430,0
23.77,-5.47,1
63.120,-32.52,0
45.400,-20.54,1
14.61,-23.350,0
11.460,-11.430,1
34.970,-28.57,1
79.75,-5.74,1
53.51,-36.83,1
21.22,-7.710,1
6.57,-4.19,1
27.06,-3.92,1
5.05,-5.02,1
30.46,-22.640,1
23.42,-21.100,0
24.31,-27.880,0
11.65,-11.25,0
58.28,-13.780,1
50.84,-21.460,0
67.080,-25.680,0
24.310,-18.610,0
9.740,-3.300,1
88.980,-43.170,1
16.36,-2.24,0
27.08,-14.66,1
14.84,-5.75,0
7.74,-20.250,0
17.050,-4.550,1
24.87,-6.65,1
22.920,-22.03,0
51.97,-57.780,0
8.60,-11.98,0
30.460,-50.970,0
2.53,-6.26,0
98.470,-115.070,1
43.06,-5.27,0
148.820,-83.400,0
19.650,-22.90,1
19.99,-8.88,0
46.90,-25.81,0
38.400,-33.62,0
27.930,-21.890,0
28.980,-34.900,0
21.570,-12.97,1
19.18,-15.14,0
25.94,-42.56,1
27.48,-11.36,1
19.410,-11.300,1
8.09,-1.82,0
27.54,-11.49,1
20.590,-22.52,0
4.880,-0.71,1
21.51,-20.150,0
39.170,-22.000,0
142.610,-83.940,1
99.470,-44.600,1
58.050,-34.45,1
15.800,-11.940,0
16.65,-0.52,1
24.63,-28.52,0
27.19,-19.88,0
5.27,-11.73,0
32.660,-12.740,1
24.95,-2.91,1
24.830,-11.940,0
90.170,-34.640,1
65.420,-27.800,0
16.580,-13.89,0
30.11,-28.26,0
24.42,-10.09,0
10.390,-1.06,1
90.970,-85.090,0
71.30,-51.200,0
16.170,-4.51,1
22.460,-12.83,1
16.74,-6.17,0
24.63,-20.190,0
58.93,-43.430,0
28.96,-2.38,1
34.64,-11.81,1
41.480,-2.16,1
15.10,-5.070,1
22.63,-11.23,0
11.55,-13.20,0
0.85,-2.43,1
31.40,-26.03,0
17.18,-5.99,1
15.78,-1.06,1
44.51,-24.220,0
55.360,-32.03,0
6.47,-2.21,1
6.85,-5.79,0
15.39,-8.75,1
15.82,-12.64,0
24.43,-19.75,0
51.50,-12.32,1
32.520,-41.04,0
9.39,-5.64,1
4.18,-2.09,1
30.95,-21.42,0
24.58,-3.670,1
13.35,-26.66,0
6.41,-1.23,1
7.90,-3.550,1
42.92,-19.630,1
60.690,-41.560,0
39.940,-30.45,0
11.39,-10.73,1
32.410,-23.740,0
25.690,-29.49,0
3.88,-1.94,1
71.35,-32.120,1
19.89,-12.60,0
32.94,-1.500,1
23.160,-6.47,0
15.120,-2.420,1
59.67,-13.22,1
45.06,-35.25,0
103.820,-48.160,1
94.62,-56.090,0
57.250,-32.140,0
56.510,-29.320,0
6.940,-1.22,1
36.35,-10.750,1
11.96,-15.96,0
233.54,-93.52,0
6.04,-3.11,1
3.84,-5.12,0
4.59,-8.63,0
20.40,-11.28,1
40.25,-18.36,1
55.490,-15.71,1
24.07,-27.06,0
4.99,-2.270,0
53.600,-52.830,0
85.280,-90.570,0
153.350,-65.630,1
51.86,-4.79,1
199.470,-92.220,1
10.21,-6.82,0
218.310,-114.430,0
44.240,-49.910,0
54.370,-30.05,1
13.23,-3.46,1
292.560,-128.53,1
39.440,-22.43,1
36.32,-9.07,1
9.42,-11.64,0
54.000,-29.86,0
37.56,-14.71,1
48.57,-15.410,1
25.90,-8.83,1
88.060,-37.150,1
10.10,-31.76,0
45.410,-8.22,1
13.51,-9.33,0
7.50,-8.73,0
4.86,0,1
59.540,-30.320,1
182.580,-81.700,1
2.450,-1.95,1
3.30,-2.36,1
18.46,-24.66,0
12.04,-17.510,0
147.180,-151.940,0
187.89,-42.66,1
6.140,-5.730,0
85.110,-28.410,1
13.02,-2.61,1
78.700,-46.47,0
6.53,-0.51,1
100.200,-99.750,0
3.65,-2.27,1
13.32,-2.95,1
2.57,-1.590,1
10.750,-11.57,1
18.03,-13.170,1
14.92,-3.31,1
1.43,-3.86,0
31.28,-28.15,1
16.98,-7.860,1
18.200,-20.000,0
52.320,-48.480,0
10.75,-16.45,0
17.68,-4.61,0
57.11,-56.040,0
33.070,-17.77,1
63.37,-69.870,0
90.880,-48.20,1
321.250,-137.940,0
25.970,-9.85,1
76.81,-52.63,0
46.100,-17.860,1
95.530,-32.220,1
15.840,-4.28,1
19.85,-24.76,0
62.690,-46.680,0
25.460,-20.200,1
22.35,-3.50,1
14.75,-6.46,1
17.71,-13.99,0
56.20,-9.32,1
44.010,-14.420,1
16.64,-19.150,0
104.260,-53.28,0
29.480,-12.380,1
26.280,-28.86,0
16.39,-32.570,0
70.450,-32.97,1
5.72,-6.730,1
44.250,-19.25,1
46.64,-47.120,0
20.640,-26.140,0
42.260,-16.990,0
26.57,-17.31,0
8.150,-5.24,1
37.810,-9.04,1
22.37,-13.70,0
89.390,-38.51,1
85.04,-20.780,1
18.930,-29.190,0
24.33,-30.440,0
56.28,-10.56,1
33.86,-26.22,1
39.15,-22.55,0
27.31,-19.58,0
135.590,-83.630,1
171.990,-90.710,1
98.130,-32.050,1
25.23,-17.93,0
49.190,-17.19,0
8.650,-1.34,1
3.69,-1.70,1
28.00,-7.05,1
57.210,-63.600,0
8.650,-14.02,0
125.290,-73.75,1
30.82,-25.420,1
8.89,-6.06,0
26.76,-21.44,0
41.51,-17.100,1
100.790,-54.930,0
11.720,-25.11,0
52.770,-15.940,1
18.12,-17.53,1
29.73,-6.43,1
2.72,-16.47,0
49.61,-10.85,1
133.010,-34.590,1
191.640,-133.170,1
11.63,-12.41,1
78.79,-30.630,1
85.820,-51.430,0
34.26,-35.80,1
0.69,-3.09,1
69.04,-30.630,0
21.400,-8.11,1
40.450,-5.300,1
3.79,-5.32,0
10.290,-11.39,1
26.29,-21.08,0
45.57,-45.640,0
24.460,-19.64,1
27.050,-7.23,1
3.78,-1.27,1
61.93,-24.08,0
25.36,-19.15,1
63.29,-34.860,0
123.260,-68.350,1
11.21,-8.460,1
23.23,-8.78,0
28.090,-47.88,0
7.30,-1.66,0
50.27,-12.48,1
19.81,-12.04,1
72.39,-65.90,0
15.390,-14.66,0
94.30,-49.32,1
76.93,-24.250,1
108.850,-51.290,1
24.69,-6.71,0
12.61,-10.360,0
4.18,-4.48,1
4.48,-17.06,0
54.44,-41.190,0
52.720,-26.490,0
9.51,-11.21,0
20.45,-21.470,0
23.29,-7.02,1
21.93,-6.95,0
172.220,-96.740,1
11.32,-14.33,1
1.26,-0.77,0
4.00,-10.18,0
92.960,-73.870,0
6.35,-5.32,0
14.80,-23.71,0
15.460,-20.15,0
17.37,-31.150,0
5.14,-1.72,0
67.890,-37.760,1
36.84,-5.53,1
18.09,-3.73,1
6.35,-7.43,0
18.09,-9.81,0
9.140,-12.39,0
24.50,-17.67,0
7.78,-7.31,0
117.100,-47.650,1
56.080,-31.66,1
24.71,-17.13,1
11.93,-19.82,0
3.97,-5.12,0
7.77,-7.02,0
163.450,-65.28,0
13.00,-3.22,1
39.19,-27.01,0
26.99,-20.52,1
33.41,-13.67,0
88.920,-37.340,0
21.21,-7.79,1
15.83,-6.61,1
50.38,-14.73,1
33.42,-7.29,1
67.26,-39.160,0
35.79,-6.31,1
94.830,-42.980,1
34.55,-33.23,0
5.45,-5.26,0
46.81,-14.90,1
18.460,-3.67,1
6.840,-6.29,0
8.690,-11.61,1
25.030,-15.19,0
28.07,-10.85,0
9.92,-19.29,0
29.10,-45.880,0
54.94,-66.540,0
29.220,-13.750,0
71.610,-60.670,1
60.070,-84.31,0
12.05,-3.46,1
36.33,-6.10,1
161.91,-37.840,1
8.34,-11.09,0
41.920,-39.280,0
114.230,-68.320,1
34.41,-19.49,0
24.00,-6.630,0
71.620,-39.920,1
24.91,-23.960,0
116.58,-48.890,1
36.66,-10.170,1
22.38,-37.570,0
152.440,-139.320,0
9.35,-15.57,0
60.34,-69.100,0
109.140,-112.460,0
17.55,-25.540,1
42.29,-7.80,1
13.86,-12.99,1
37.390,-17.27,0
72.390,-19.13,1
59.43,-35.93,1
15.11,-3.30,1
32.70,-12.31,1
0.84,-1.35,0
34.86,-19.240,0
94.220,-124.510,0
56.21,-51.68,0
329.100,-247.380,1
8.53,-3.42,0
4.51,-3.21,1
32.49,-14.25,1
26.620,-4.740,0
35.21,-13.930,1
12.99,-2.25,1
22.50,-16.31,0
5.750,-12.24,0
80.90,-24.110,1
50.120,-10.19,1
19.29,-33.89,0
17.30,-6.20,0
2.63,-0.32,1
34.28,-5.82,1
18.36,-8.18,1
82.870,-28.02,0
204.250,-116.080,1
18.67,-17.88,0
5.09,-8.94,0
39.150,-18.820,1
39.94,-8.37,1
17.84,-13.33,0
49.72,-27.680,1
29.770,-13.310,1
132.130,-58.94,1
90.970,-72.430,1
66.01,-14.990,1
60.900,-34.300,1
22.20,-5.73,1
44.88,-15.97,1
16.64,-3.74,1
27.31,-25.660,0
26.42,-29.330,0
41.02,-6.580,1
19.66,-43.21,0
10.890,-14.360,0
48.51,-11.57,1
15.020,-12.930,0
33.93,-30.940,0
11.45,-25.470,0
25.13,-10.82,0
31.52,-3.71,1
63.44,-28.64,0
8.28,-2.54,1
33.60,-16.66,1
6.68,-8.610,0
40.810,-40.100,0
42.68,-15.200,1
39.87,-13.19,1
2.75,-5.53,0
19.420,-6.700,1
84.440,-24.230,1
14.62,-8.75,0
34.690,-34.450,0
5.26,-6.580,0
62.430,-27.450,1
0.36,-3.61,0
32.49,-28.35,0
87.82,-30.62,1
22.210,-18.95,1
68.990,-15.32,1
18.730,-12.830,1
31.450,-12.51,1
3.81,-9.17,0
60.970,-15.650,1
12.100,-0.33,1
22.00,-21.560,0
14.07,-10.26,1
11.460,-13.420,0
6.85,-5.930,1
42.22,-28.29,0
54.51,-91.640,0
20.460,-4.170,1
8.340,-1.89,1
8.730,-1.800,1
14.73,-8.11,1
38.120,-25.360,0
21.32,-13.11,1
83.470,-40.680,0
62.56,-27.380,1
21.65,-5.38,1
22.61,-23.940,0
62.96,-27.530,0
17.160,-14.520,0
7.43,-0.20,1
19.78,-9.36,0
21.11,-19.22,0
6.13,-4.84,1
70.21,-37.99,0
84.54,-12.030,1
6.96,-1.78,0
321.110,-140.600,1
79.260,-30.50,0
21.55,-17.15,0
3.98,-6.08,0
10.60,-16.300,0
18.060,-18.860,0
23.980,-5.130,1
5.180,-8.96,1
23.23,-3.82,1
13.65,-11.250,1
37.38,-35.27,0
29.08,-13.35,0
54.820,-11.920,1
15.80,-9.11,1
26.81,-24.39,0
11.07,-34.84,0
3.59,-3.37,0
0.78,-1.31,1
24.39,-6.860,1
35.93,-42.600,0
118.410,-63.14,1
699.250,-304.240,1
31.430,-26.43,0
14.92,-5.99,1
52.73,-28.710,1
7.80,-9.67,0
15.380,-22.680,0
124.760,-74.430,0
10.26,-5.740,1
13.95,-25.60,0
104.21,-93.180,0
16.99,-13.12,0
42.90,-25.170,1
37.030,-24.15,0
9.98,-4.87,1
13.020,-18.93,0
8.33,-6.90,0
45.560,-49.820,0
36.19,-11.940,1
29.57,-31.26,1
57.35,-10.76,1
10.860,-6.30,0
2.83,-8.91,0
18.82,-5.83,1
17.40,-22.43,0
40.96,-7.46,1
46.02,-34.600,0
49.660,-24.70,1
15.81,-9.50,1
35.06,-18.56,0
336.610,-86.860,1
19.93,-7.69,1
41.380,-24.050,1
53.800,-26.360,0
17.52,-1.15,1
10.55,-4.400,1
8.05,-8.37,0
31.86,-4.71,0
6.57,-4.11,1
1.67,-3.48,0
26.69,-18.110,1
19.92,-26.61,0
81.41,-10.51,1
40.23,-19.68,1
19.06,-6.74,0
8.35,-0.6,1
133.490,-147.350,0
118.06,-86.880,1
61.00,-19.170,0
1.63,-0.87,0
35.500,-23.640,0
88.850,-43.630,0
167.680,-80.870,1
16.80,-8.83,0
0.24,-0.66,1
99.67,-60.310,0
38.300,-74.940,0
26.17,-21.05,1
37.31,-26.640,0
62.430,-73.520,0
12.12,-3.30,1
52.880,-9.860,1
20.05,-19.480,0
4.50,-14.170,0
20.090,-2.28,1
51.68,-13.74,1
68.620,-131.650,0
59.420,-25.590,0
46.000,-56.670,0
47.950,-30.16,1
26.630,-14.41,0
25.89,-6.23,0
12.380,-18.78,0
32.77,-38.260,0
50.16,-11.370,1
31.020,-16.210,1
82.250,-46.710,0
12.43,-21.28,0
5.43,-2.12,1
27.13,-0.71,1
2.24,-7.900,1
10.48,-6.72,1
4.300,-2.07,1
72.480,-76.450,1
9.81,-7.84,0
28.17,-52.31,0
52.23,-6.170,1
11.15,-20.460,1
0.83,-1.56,0
43.39,-11.97,1
32.86,-6.43,1
112.35,-131.200,0
172.610,-92.740,1
97.860,-59.62,1
6.52,-18.25,0
32.53,-8.74,1
32.65,-25.35,0
12.240,-0.64,1
10.25,-3.56,1
21.690,-12.76,1
11.09,-15.090,0
93.010,-34.930,1
97.190,-19.700,1
45.00,-18.78,1
6.50,-12.56,0
17.85,-6.39,1
22.370,-27.910,0
62.89,-51.73,0
6.79,-0.75,1
42.610,-28.520,0
50.700,-17.54,1
2.80,-4.96,1
7.53,-5.30,0
72.510,-28.530,1
16.83,-20.73,0
56.49,-44.710,0
14.02,-9.630,1
29.81,-4.01,1
30.640,-42.070,0
4.71,-2.42,1
38.36,-6.53,1
51.720,-31.270,0
22.740,-13.53,1
7.64,-5.300,1
15.39,-6.84,1
17.97,-8.460,1
78.060,-41.620,1
9.77,-6.77,0
12.87,-4.61,1
40.87,-14.800,1
19.57,-13.80,0
185.030,-94.590,1
4.53,-0.82,1
42.14,-38.590,0
5.340,-3.39,1
21.32,-5.53,0
84.390,-117.070,0
11.29,-9.93,1
60.690,-56.880,0
25.07,-8.45,0
2.74,-2.27,0
36.230,-51.150,0
14.330,-8.11,1
5.24,-5.01,1
26.58,-3.71,1
171.650,-74.720,0
48.57,-23.160,0
41.620,-24.500,1
9.47,-1.16,1
45.710,-34.35,0
46.49,-20.170,1
15.70,-15.25,0
117.070,-27.130,1
14.240,-7.23,1
121.350,-95.520,0
17.990,-8.710,0
54.59,-3.760,1
15.66,-2.39,1
46.03,-18.39,1
16.19,-8.740,0
17.86,-17.860,0
24.540,-17.930,1
1.42,-6.67,0
80.730,-37.150,1
16.390,-8.16,1
39.00,-30.400,0
23.710,-5.030,0
19.200,-6.850,1
2.310,-4.32,1
23.95,-2.07,0
20.240,-6.96,1
35.040,-47.46,0
17.440,-14.540,1
80.320,-65.290,1
15.06,-1.70,1
32.33,-24.010,0
20.52,-10.40,0
45.520,-17.330,0
15.59,-9.28,1
6.47,-9.60,0
50.780,-11.02,1
64.290,-50.150,0
94.540,-113.200,1
79.490,-53.950,0
64.84,-13.060,1
16.93,-2.73,1
69.29,-77.760,0
15.62,-17.27,0
19.41,-17.900,0
11.60,-0.36,1
57.530,-16.21,1
92.770,-35.92,1
50.77,-46.37,0
53.690,-22.66,0
8.10,-1.63,0
26.46,-19.03,1
125.650,-38.290,1
2.51,-3.62,1
9.72,-8.470,0
4.29,-13.220,0
13.000,-16.14,0
7.43,-3.44,1
14.03,-17.960,0
85.86,-85.770,0
22.82,-12.88,0
3.48,-7.760,0
17.95,-5.22,1
89.470,-48.78,0
33.36,-13.330,0
116.320,-44.680,0
3.72,-2.82,1
20.46,-12.38,1
35.90,-32.690,0
61.170,-16.19,1
20.15,-9.410,0
52.80,-25.24,1
108.320,-96.610,0
13.25,-3.48,1
9.28,-1.500,1
110.56,-33.300,1
19.06,-6.300,0
13.770,-11.91,0
18.38,-10.45,0
23.820,-6.57,1
36.540,-29.310,0
25.29,-10.960,0
5.12,-5.650,1
24.06,-24.150,0
49.35,-7.630,1
14.48,-7.67,0
10.990,-5.560,1
37.17,-18.210,1
114.33,-31.800,1
107.61,-26.48,1
51.09,-24.740,1
34.11,-26.33,0
13.230,-11.04,1
13.88,-5.61,1
36.390,-16.03,1
61.92,-25.55,1
38.040,-32.860,0
66.550,-49.230,0
38.05,-18.900,0
14.80,-14.340,0
10.820,-13.820,0
27.26,-34.020,0
28.56,-23.72,1
77.84,-30.53,1
96.62,-70.820,0
56.08,-16.800,0
21.33,-18.45,0
43.160,-38.840,1
19.720,-4.060,1
29.970,-48.640,0
32.62,-6.22,1
10.64,-10.24,0
11.81,-1.85,1
15.36,-17.76,0
219.690,-146.720,1
23.070,-20.310,0
69.060,-44.550,1
50.800,-20.810,1
18.13,-12.21,1
20.31,-14.92,1
15.52,-3.28,1
56.820,-22.040,1
35.44,-10.90,1
48.980,-26.220,1
10.46,-3.78,1
30.11,-3.19,1
21.40,-15.460,0
91.920,-51.820,1
6.26,-6.96,0
18.830,-18.220,0
21.200,-18.09,0
35.15,-16.320,0
27.08,-21.090,0
164.170,-18.730,1
80.150,-18.160,1
23.320,-37.260,0
213.320,-76.980,1
6.47,-0.41,1
39.99,-12.110,0
5.52,-8.21,1
33.35,-56.28,1
81.810,-48.40,1
51.37,-21.660,1
12.53,-19.37,1
55.920,-57.700,1
5.08,-4.120,0
23.75,-17.000,0
15.23,-3.06,0
20.11,-23.58,0
45.49,-20.66,0
26.410,-27.47,1
17.79,-9.58,1
42.34,-36.640,0
10.31,-9.29,1
147.220,-37.070,1
83.570,-67.500,0
7.170,-7.58,0
22.370,-28.520,1
49.58,-17.81,1
78.090,-38.420,1
116.47,-117.550,0
60.62,-42.21,0
5.33,-6.84,0
54.160,-69.89,0
14.920,-34.360,0
12.50,-3.73,0
15.500,-31.40,0
49.340,-15.660,1
318.580,-130.330,1
1.790,-1.84,1
21.28,-1.77,1
52.260,-12.32,1
1.83,-3.83,0
24.270,-6.140,1
70.640,-58.560,0
39.49,-12.990,1
8.96,-2.62,1
19.16,-4.720,1
43.540,-35.720,0
313.160,-108.980,1
12.46,-39.70,0
15.140,-21.22,0
11.76,-7.69,0
10.51,-5.02,0
15.34,-12.280,0
3.28,-2.27,1
6.14,-11.64,0
41.720,-55.340,0
88.060,-31.490,1
218.150,-92.860,1
122.750,-64.060,0
17.98,-8.81,0
17.74,-4.20,1
18.610,-20.51,0
49.140,-65.020,0
36.600,-11.78,1
1.35,-3.28,1
7.73,-16.45,0
28.650,-29.740,0
23.180,-11.92,0
4.02,-4.37,1
12.17,-2.18,1
11.29,-2.25,1
21.93,-8.25,0
11.31,-0.32,1
172.310,-75.920,0
15.86,-10.210,0
32.84,-35.47,1
82.820,-35.140,0
24.31,-5.36,1
13.70,-10.460,1
13.63,-15.81,1
12.93,-7.72,1
35.29,-44.160,0
30.82,-20.400,0
13.09,-17.75,0
33.59,-15.42,1
39.14,-33.590,1
79.490,-38.33,1
17.08,-5.11,0
21.88,-12.54,1
7.47,-3.09,1
3.32,-8.60,0
190.680,-43.610,1
46.20,-20.100,0
20.59,-15.63,0
46.14,-46.41,0
47.810,-26.24,1
15.24,-4.32,1
19.84,-13.640,0
19.150,-3.70,1
72.510,-44.270,1
52.77,-25.64,1
18.97,-3.08,0
31.830,-8.07,1
38.290,-19.100,1
49.95,-48.750,0
7.21,-2.48,0
71.060,-24.31,0
64.210,-43.370,0
3.72,0,1
43.07,-4.86,1
11.35,-12.39,1
16.08,-6.57,0
44.41,-19.19,1
296.500,-107.670,1
7.07,-2.39,0
34.650,-19.28,1
51.290,-32.250,1
1.050,-9.50,0
8.26,-3.78,1
83.680,-28.130,0
102.260,-56.960,1
36.31,-26.890,0
30.190,-6.21,1
12.64,-2.57,1
40.470,-25.16,0
49.040,-31.470,1
57.670,-47.83,0
24.34,-8.73,1
25.530,-20.510,0
21.290,-21.580,0
19.00,-34.060,0
17.75,-12.410,0
6.92,-14.60,0
166.840,-88.380,1
37.890,-28.500,0
62.37,-28.770,1
8.16,-16.83,0
64.34,-19.27,1
20.97,-1.74,1
8.76,-6.81,0
76.940,-36.590,1
6.33,-2.98,0
159.820,-166.280,0
63.020,-37.690,1
43.84,-26.660,1
51.050,-49.83,0
74.050,-68.870,0
3.32,-3.41,0
70.99,-49.490,1
23.000,-27.08,0
12.22,-9.84,0
81.70,-54.780,1
190.87,-124.000,0
19.04,-25.790,0
3.62,-12.34,0
2.37,-11.04,0
116.96,-49.740,1
28.09,-22.840,1
8.62,-10.81,0
13.71,-11.28,1
12.90,-20.63,0
32.72,-28.370,0
19.29,-5.170,1
20.23,-8.29,1
16.07,-2.99,1
21.150,-10.58,0
27.030,-7.50,1
53.24,-12.34,1
41.73,-21.82,1
65.15,-19.90,1
55.640,-22.650,0
31.75,-23.26,0
38.820,-21.28,1
19.56,-10.73,0
31.11,-23.72,1
69.290,-44.060,1
65.61,-9.61,1
53.90,-53.540,0
50.990,-41.400,0
128.300,-98.27,1
72.520,-32.96,0
20.22,-11.210,0
33.320,-27.640,0
21.900,-20.860,0
66.220,-18.34,1
32.030,-8.12,1
9.23,-15.06,0
16.08,-9.85,0
9.31,-3.39,1
49.300,-39.36,0
44.550,-18.81,0
17.15,-7.79,1
21.870,-25.46,0
40.50,-13.280,1
98.780,-100.450,0
57.650,-30.300,0
6.68,-13.40,0
100.410,-81.240,0
119.140,-87.600,0
2.77,-2.84,0
4.56,-7.600,0
30.72,-10.37,0
81.370,-40.190,0
34.850,-11.68,1
8.62,-10.130,1
17.67,-8.60,0
113.190,-71.130,0
30.650,-24.140,0
18.71,-10.89,1
71.760,-22.310,1
13.120,-14.160,0
38.71,-9.450,1
27.15,-30.230,0
37.830,-9.880,1
31.470,-13.720,1
105.470,-40.540,0
17.65,-1.74,0
52.52,-14.56,1
5.150,-1.70,1
30.380,-11.600,0
37.62,-35.650,0
15.16,-9.08,0
26.94,-19.22,0
9.890,-16.30,0
13.38,-7.46,0
13.97,-5.200,0
8.86,-7.41,1
66.330,-29.70,1
12.49,-19.47,0
22.63,-25.190,1
9.03,-9.60,0
40.77,-29.980,1
56.980,-29.600,1
14.16,-10.76,1
62.050,-35.72,1
166.930,-131.120,1
28.25,-29.770,0
3.03,-3.73,1
4.37,-6.43,0
3.84,-1.78,0
24.700,-9.99,0
43.64,-11.55,1
42.160,-26.98,1
205.190,-98.300,1
50.41,-46.670,0
71.75,-27.59,1
49.19,-7.44,1
7.34,-19.27,0
19.78,-7.01,1
55.48,-29.720,1
29.85,-24.790,0
51.270,-78.170,0
9.98,-4.56,1
89.460,-55.950,0
20.12,-0.90,1
10.86,-18.38,0
12.08,-2.660,1
36.17,-17.42,1
20.26,-11.92,1
18.95,-5.59,1
26.95,-11.55,0
1.30,-4.20,0
48.21,-45.150,0
39.76,-14.03,1
31.15,-27.16,0
93.290,-58.660,0
5.05,-1.20,1
1.96,-0.76,0
49.940,-30.280,0
13.16,-7.36,0
0.97,-4.46,0
36.720,-19.48,1
28.76,-13.81,1
99.38,-22.32,1
7.77,-5.28,0
37.860,-11.130,0
5.890,-3.47,1
21.26,-12.01,0
21.75,-17.69,1
12.640,-12.780,0
58.82,-7.150,1
24.51,-5.35,1
36.860,-7.93,1
29.46,-16.350,1
36.02,-19.590,1
7.94,-8.750,0
67.64,-6.91,1
192.540,-105.730,1
28.44,-25.580,0
1.770,-4.17,1
5.53,-2.12,1
198.400,-87.930,1
35.220,-7.88,1
6.11,-11.34,0
22.78,-4.72,0
15.57,-12.33,1
3.53,-13.780,0
16.93,-1.07,1
19.760,-2.07,1
11.620,-17.85,0
24.88,-19.10,0
39.920,-16.44,1
85.870,-69.640,0
32.33,-19.61,1
21.05,-14.250,0
14.26,-7.27,1
22.540,-22.120,1
20.69,-5.30,0
1.79,-5.41,1
110.22,-56.41,1
42.530,-26.270,1
19.360,-15.33,0
4.70,-1.330,0
53.060,-14.570,1
83.860,-56.980,0
34.43,-11.83,0
24.040,-13.210,1
2.91,-0.64,0
29.770,-12.78,1
40.990,-20.210,1
29.62,-7.65,0
126.260,-88.600,1
47.78,-21.380,0
20.82,-11.53,0
9.850,-2.24,1
47.43,-17.810,0
21.82,-1.01,1
75.260,-36.630,1
78.80,-22.080,1
39.97,-5.88,1
13.89,-2.35,0
32.170,-34.80,0
70.95,-8.830,1
28.54,-12.30,0
7.860,-1.350,1
33.580,-38.850,0
4.04,-14.99,0
40.760,-28.150,1
5.47,-6.30,0
25.230,-16.960,0
49.28,-12.370,0
23.34,-17.40,0
86.980,-108.970,0
41.74,-16.87,0
3.330,-2.63,1
13.46,-10.510,0
10.75,-13.580,0
22.42,-5.68,1
31.81,-17.01,1
56.410,-23.130,1
41.500,-22.650,1
45.410,-7.380,0
71.500,-69.87,0
175.070,-78.71,1
18.77,-2.14,1
10.17,-5.18,1
39.380,-17.91,1
3.33,-3.43,1
1.94,-1.43,1
50.95,-61.320,0
12.51,-7.70,1
13.43,-1.95,1
160.930,-125.980,0
9.91,-0.54,1
53.380,-23.40,1
9.84,-9.41,0
6.460,-8.98,1
10.25,-7.020,0
82.48,-78.050,0
52.800,-82.900,0
19.03,-8.18,1
31.82,-38.55,0
2.26,-0.47,1
9.19,-19.60,0
22.89,-15.30,1
14.03,-12.03,0
32.85,-26.09,0
2.95,-1.52,1
11.88,-2.71,1
18.30,-5.48,1
8.44,-1.2,1
33.16,-27.690,0
46.870,-28.40,0
87.290,-30.730,0
93.650,-29.460,0
6.02,-6.40,1
33.02,-9.120,1
22.43,-25.65,0
20.920,-11.390,1
1.76,-4.33,0
